idx,fen,move_fen,move_qp,score,best_move1_fen,best_move1_qp,best_score1,best_move2_fen,best_move2_qp,best_score2,best_move3_fen,best_move3_qp,best_score3
1,rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR,h2e2,红 炮2平5,27,"g3g4,b9c7,c3c4,b7a7,b0a2,h7e7,h0g2,a9b9","红 兵3进1,黑 马2进3,红 兵7进1,黑 炮2平1,红 马8进9,黑 炮8平5,红 马2进3,黑 车1平2",30,"h2e2,h9g7,g3g4,h7i7,b2a2","红 炮2平5,黑 马8进7,红 兵3进1,黑 炮8平9,红 炮8平9",27,"c3c4,g6g5,h2e2,h9g7,h0g2,i9h9,i0h0,h7h3,b0c2","红 兵7进1,黑 卒7进1,红 炮2平5,黑 马8进7,红 马2进3,黑 车9平8,红 车1平2,黑 炮8进4,红 马8进7",27
2,rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C4/9/RNBAKABNR,h7e7,黑 8平5,-36,"h9g7,g3g4,i9h9,h0g2,h7i7,b0c2,c6c5,b2b6,b9c7","黑 马8进7,红 兵3进1,黑 车9平8,红 马2进3,黑 8平9,红 马8进7,黑 卒3进1,红 炮8进4,黑 马2进3",-26,"b9c7,h0g2,h9g7,g3g4,c6c5,b2b6,i9h9,i0h0,c7b5,b6g6,h7h3","黑 马2进3,红 马2进3,黑 马8进7,红 兵3进1,黑 卒3进1,红 炮8进4,黑 车9平8,红 车1平2,黑 ,黑 2平7,黑 8进4",-33,"h7e7,h0g2,h9g7,i0h0,i9i8,h0h6,b9c7,c3c4,i8d8,b0c2,d8d3,h6g6,d3c3,g2e1,c7e8,b2b1,a9a8,b1c1","黑 8平5,红 马2进3,黑 马8进7,红 车1平2,黑 车9进1,红 马2进62进2,黑 马2进3,红 兵7进1,黑 9平4,红 马8进7,黑 4进5,黑 8平7,黑 4平3,黑 ,黑 ,红 炮8退1,黑 车1进1,黑 2平3",-36
3,rnbakabnr/9/1c2c4/p1p1p1p1p/9/9/P1P1P1P1P/1C2C4/9/RNBAKABNR,h0g2,红 马2进3,31,"h0g2,h9g7,i0h0,i9i8,b0c2,i8d8,h0h4,d8d3,c3c4","红 马2进3,黑 马8进7,红 车1平2,黑 车9进1,红 马8进7,黑 9平4,红 马2进42进2,黑 4进5,红 兵7进1",31,"b0c2,h9g7,h0g2,i9h9,c3c4,h9h4,c0a2,b7b3,i0h0,h4h0,g2h0,b3g3,a0b0","红 马8进7,黑 马8进7,红 马2进3,黑 车9平8,红 兵7进1,黑 马8进58进8,红 相7进9,黑 炮2进4,红 车1平2,黑 8进4,黑 ,黑 2平7,红 车9平8",22,"c3c4,h9g7,h0g2,i9h9,b0c2,h9h4,c0a2,b7b3,i0h0,h4c4,a0c0,b9c7","红 兵7进1,黑 马8进7,红 马2进3,黑 车9平8,红 马8进7,黑 马8进58进8,红 相7进9,黑 炮2进4,红 车1平2,黑 8平3,红 车9平7,黑 马2进3",22
4,rnbakabnr/9/1c2c4/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R,h9g7,黑 ,-33,"i9i8,i0h0,h9g7,h0h6,b9c7,c3c4,i8d8,b0c2,d8d3,h6g6,e7e8,g2e1,a9a8,e2f2","黑 车9进1,红 车1平2,黑 ,红 马2进62进2,黑 马2进3,红 兵7进1,黑 9平4,红 马8进7,黑 4进5,黑 8平7,黑 炮5退1,黑 ,黑 车1进1,红 炮5平4",-32,"h9g7,i0h0,i9i8,b0c2,i8d8,h0h6,b9c7,c3c4","黑 ,红 车1平2,黑 车9进1,红 马8进7,黑 9平4,红 马2进62进2,黑 马2进3,红 兵7进1",-33,"g6g5,c3c4,i9i8,i0h0,h9g7,h0h4","黑 卒7进1,红 兵7进1,黑 车9进1,红 车1平2,黑 ,红 马2进42进2",-42
5,rnbakab1r/9/1c2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R,i0h0,红 车1平2,34,"i0h0,i9i8,g3g4,b9c7,b0c2,i8d8,c3c4,a9a8,c0a2,d8d5,a0c0,a8d8,d0e1","红 车1平2,黑 车9进1,红 兵3进1,黑 马2进3,红 马8进7,黑 9平4,红 兵7进1,黑 车1进1,红 相7进9,黑 4进3,红 车9平7,黑 1平4,红 仕6进5",34,"b0c2,i9h9,c3c4,c6c5,c4c5,h9h5,c5c6,h5c5,c2d4,c5c4,d4e6","红 马8进7,黑 车9平8,红 兵7进1,黑 卒3进1,黑 3退1,黑 8进4,黑 3退1,黑 8平3,黑 ,黑 3进1,黑 ",24,"i0i1,i9h9,i1d1,h9h5,b0c2,b9c7,d1d6","红 车1进1,黑 车9平8,黑 9平4,黑 8进4,红 马8进7,黑 马2进3,黑 4退5",24
6,rnbakab1r/9/1c2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1,b9a7,黑 马2进1,-54,"i9i8,g3g4,i8d8,b0c2,d8d3,b2b1,d3c3,g2e1,b7c7","黑 9进1,红 兵3进1,黑 9平4,红 马8进7,黑 4进5,红 炮8退1,黑 4平3,红 马3退5,黑 炮2平3",-36,"b9c7,c3c4,g6g5,b0c2,b7b3,c2d4,b3g3,b2c2,a9b9,g0i2","黑 马2进3,红 兵7进1,黑 卒7进1,红 马8进7,黑 炮2进4,黑 ,黑 2平7,红 炮8平7,黑 车1平2,红 相3进1",-42,"g6g5,c3c4,b7b3,b0c2,b9c7,c2b4,i9i8,b4c6,b3c3","黑 卒7进1,红 兵7进1,黑 炮2进4,红 马8进7,黑 马2进3,黑 ,黑 9进1,黑 ,黑 2平3",-45
7,r1bakab1r/9/nc2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1,b0c2,黑 ,38,"a3a4,a9a8,b0a2,a8d8,b2b4,d8d4,b4c4,b7b2,c4c9,d9e8","红 兵9进1,黑 车1进1,黑 ,黑 1平4,红 炮8进2,黑 4进4,黑 2平3,黑 炮2进5,黑 3退5,黑 士4进5",57,"g3g4,i9i8,h0h6,b7c7,b0a2,a9b9,a0b0,b9b5,h6g6","红 兵3进1,黑 9进1,黑 8退6,黑 炮2平3,黑 ,黑 车1平2,红 车9平8,黑 马2进42进2,黑 8平7",45,"h0h5,b7c7,b0a2,i9i8,h5d5,a9b9,a0b0","黑 8退5,黑 炮2平3,黑 ,黑 9进1,黑 8平4,黑 车1平2,红 车9平8",43
8,r1bakab1r/9/nc2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/1CN1C1N2/9/R1BAKABR1,a9a8,黑 车1进1,-53,"i9i8,g3g4,i8d8,g2f4,b7c7,h0h5,a9b9,a0b0,d8d4,f4e6,g7e6,e2e6,d9e8,c0e2,b9b3,d0e1,d4d6,e6i6","黑 9进1,红 兵3进1,黑 9平4,红 马3进4,黑 炮2平3,黑 8退5,黑 车1平2,红 车9平8,黑 4进4,黑 ,黑 马7进5,红 炮5进4,黑 士4进5,红 相7进5,黑 2进6,红 仕6进5,黑 4退2,黑 卒5平9",-42,"b7c7,b2b6,a9b9,a0b0,i9i8,h0h5,i8d8,g3g4,d9e8,g2f4,d8d2,f4d5,c7c8,b0b2,e7d7,b6b7","黑 炮2平3,红 炮8进4,黑 车1平2,红 车9平8,黑 9进1,黑 8退5,黑 9平4,红 兵3进1,黑 士4进5,红 马3进4,黑 4进6,黑 ,黑 马3退13退3,黑 2退2,黑 炮5平4,黑 2退1",-49,"a9a8,b2b4,b7c7,a0b0,a8f8,b4e4,e7e4,e2e4,f9e8,b0b7,f8f7,e4c4,c7c4,b7f7,e8f7,c3c4,g6g5,h0h6,f7e8,h6g6,g7f9,c2d4","黑 车1进1,红 炮8进2,黑 炮2平3,红 车9平8,黑 1平6,黑 2平5,黑 炮5进3,红 炮5进2,黑 士6进5,黑 2退7,黑 6进1,黑 5平3,黑 马3进33进3,黑 炮2平6,黑 ,红 兵7进1,黑 卒7进1,黑 8退6,黑 ,黑 8平7,黑 马7退6,黑 ",-53
9,2bakab1r/r8/nc2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/1CN1C1N2/9/R1BAKABR1,g3g4,红 兵3进1,53,"b2b4,b7c7,a0b0,a8f8,b4e4,e7e4,e2e4,f9e8,b0b7,f8f7","红 炮8进2,黑 炮2平3,黑 1平2,黑 1平6,黑 2平5,黑 炮5进3,红 炮5进2,黑 士6进5,黑 2退7,黑 6进1",54,"g3g4,i9i8,h0h6,b7b6,h6g6,i8i7,g2f4,a8d8,d0e1","红 兵3进1,黑 9进1,黑 8退6,黑 炮2进1,黑 8平7,黑 9进1,红 马3进4,黑 1平4,红 仕6进5",53,"b2a2,b7c7,g3g4,i9i8,g2f4,a8d8,a0b0,c6c5,f4e6","红 炮8平9,黑 炮2平3,红 兵3进1,黑 9进1,红 马3进4,黑 1平4,黑 1平2,黑 卒3进1,黑 ",51
10,2bakab1r/r8/nc2c1n2/p1p1p1p1p/9/6P2/P1P1P3P/1CN1C1N2/9/R1BAKABR1,i9i8,黑 9进1,-57,"i9i8,h0h6,e7e8,b2a2,a8d8,d0e1,d8d4","黑 9进1,黑 8退6,黑 炮5退1,红 炮8平9,黑 1平4,红 仕6进5,黑 4进4",-57,"a8d8,e2f2,d8d1,d0e1,i9i8,h0h5,e7d7,c3c4,g9e7,g2f4,c6c5,c4c5,g6g5,h5h4,i8c8,f2f1","黑 1平4,红 炮5平4,黑 4进7,红 仕6进5,黑 9进1,黑 8退5,黑 炮5平4,红 兵7进1,黑 象7进5,红 马3进4,黑 卒3进1,黑 3退1,黑 7进1,黑 8进1,黑 9平3,黑 6进1",-59,"c6c5,d0e1,i9i8,b2b6,g9i7,b6g6,a8f8,a0b0,b7c7,h0h5,f8f6","黑 卒3进1,红 仕6进5,黑 9进1,红 炮8进4,黑 象7进9,黑 2平7,黑 1平6,黑 1平2,黑 炮2平3,黑 8退5,黑 6进2",-77
11,2bakab2/r7r/nc2c1n2/p1p1p1p1p/9/6P2/P1P1P3P/1CN1C1N2/9/R1BAKABR1,c3c4,红 兵7进1,47,"d0e1,i8d8,h0h6,c6c5,h6g6,b7c7,g4g5,a8b8,g2f4,b8b3","红 仕6进5,黑 9平4,黑 8退6,黑 卒3进1,黑 8平7,黑 炮2平3,黑 7退1,黑 1平2,红 马3进4,黑 2进5",63,"h0h6,b7b6,h6g6,i8g8,g6g5,a8d8,b2a2,e7b7,g2f4,d8f8,f4g6,f8f4,e2g2,c9e7","黑 8退6,黑 炮2进1,黑 8平7,黑 9平7,黑 7进1,黑 1平4,红 炮8平9,黑 炮5平2,红 马3进4,黑 4平6,黑 ,黑 6进4,红 炮5平3,黑 象3进5",63,"b2a2,i8f8,h0h6,a8d8,h6g6,f8f3,a0b0,b7c7,g2h4,f3h3","红 炮8平9,黑 9平6,黑 8退6,黑 1平4,黑 8平7,黑 6进5,黑 1平2,黑 炮2平3,红 马3进2,黑 6平8",61
12,2bakab2/r7r/nc2c1n2/p1p1p1p1p/9/2P3P2/P3P3P/1CN1C1N2/9/R1BAKABR1,i8f8,黑 9平6,-50,"c6c5,c2d4,i8d8,d4f5,d8d2,b2a2,c5c4,a0b0","黑 3进1,黑 ,黑 9平4,黑 ,黑 4进6,红 炮8平9,黑 卒3进1,黑 1平2",-42,"i8d8,h0h5,d8d3,e2f2,a8f8,d0e1,f8f3,c0e2,f3g3,g2h0,e7e3,h0i2,g3f3,c2e3,f3e3,i3i4,g9e7","黑 9平4,黑 8退5,黑 4进5,红 炮5平4,黑 1平6,红 仕6进5,黑 6进5,红 相7进5,黑 6平7,红 马3退2,黑 炮5进4,黑 ,红 兵3平4,黑 ,黑 6平5,红 兵1进1,黑 象7进5",-46,"i8f8,c2d4,a8d8,d4e6,d8d2,b2a2,g7e6,e2e6,d9e8,c0e2","黑 9平6,黑 ,黑 1平4,黑 ,黑 4进6,红 炮8平9,黑 马7进5,红 炮5进4,黑 士4进5,红 相7进5",-50
13,2bakab2/r4r3/nc2c1n2/p1p1p1p1p/9/2P3P2/P3P3P/1CN1C1N2/9/R1BAKABR1,c2d4,黑 ,45,"d0e1,a8d8,c0a2,c6c5,h0h5,c5c4,a2c4,g6g5,h5g5,d8c8,c2d4,c8c4,d4e6,c4c2,b2b4,g7e6,e2e6,d9e8","红 仕6进5,黑 1平4,红 相7进9,黑 3进1,黑 8退5,黑 卒3进1,红 马9进7,黑 7进1,黑 8平7,黑 4平3,黑 ,黑 3进4,黑 ,黑 3进2,红 炮8进2,黑 马7进5,红 炮5进4,黑 士4进5",55,"c0a2,a8d8,d0e1,c6c5,h0h5,c5c4,a2c4,d8c8,h5d5,c8c4,c2d4,b7b4,a0d0,b4d4,b2b7","红 相7进9,黑 1平4,红 仕6进5,黑 3进1,黑 8退5,黑 卒3进1,红 马9进7,黑 4平3,黑 8平4,黑 3进4,黑 ,黑 炮2进3,黑 1平4,黑 2平4,红 炮8进5",55,"h0h6,a8d8,h6g6,d8d3,a0a2,d3c3,b2b1,f8f2,g2h4,f2h2","黑 8退6,黑 1平4,黑 8平7,黑 4进5,黑 1退2,黑 4平3,红 炮8退1,黑 6进6,红 马3进2,黑 6平8",53
14,2bakab2/r4r3/nc2c1n2/p1p1p1p1p/9/2PN2P2/P3P3P/1C2C1N2/9/R1BAKABR1,a8d8,黑 1平4,-38,"b7b4,d4e6,f8f6,e6c7,a8d8,e2e7,g9e7,b2e2,b4g4,a0b0,d8d7","黑 炮2进3,黑 ,黑 6进2,黑 卒,黑 1平4,红 炮5进5,黑 象7进5,红 炮8平5,黑 2平7,黑 1平2,黑 4进1",-36,"a8d8,d4e6,d8d1,b2a2,f8f6,e6f4,e7e2,a0b0,b7f7,f4e2,d1d4,h0h8,f7e7,h8g8,g7e8,f0e1,d4c4,a2a6","黑 1平4,黑 ,黑 4进7,红 炮8平9,黑 6进2,黑 卒,黑 炮5进5,黑 1平2,黑 炮2平6,黑 ,黑 4退3,黑 8退8,黑 6平5,黑 8平7,黑 马7退5,红 仕4进5,黑 4平3,红 马9进49进9",-38,"a6a5,h0h5,b7b4,c4c5,b4g4,g0i2,g4g5,c5c6,a8d8,h5h4","黑 卒1进1,黑 8退5,黑 炮2进3,黑 3退1,黑 2平7,红 相3进1,黑 7退1,黑 卒3退1,黑 1平4,黑 8进1",-73
15,2bakab2/3r1r3/nc2c1n2/p1p1p1p1p/9/2PN2P2/P3P3P/1C2C1N2/9/R1BAKABR1,d4c6,黑 ,25,"d4e6,d8d1,h0h6,g7e6,e2e6,d9e8,f0e1,f8f6,e6e4,b7b3,h6h5,d1d3","黑 ,黑 4进7,黑 8退6,黑 马7进5,红 炮5进4,黑 士4进5,红 仕4进5,黑 6进2,黑 卒5进2,黑 炮2进4,黑 8进1,红 车6进2",34,"d4c6,d8d6,c6a7,c9a7,d0e1,f8f3,h0h6,f3g3,h6g6,e7d7,e2d2,d7d2,g6g7,b7e7,g7g9,d9e8,g9g7","黑 ,黑 4进2,黑 ,黑 象3进1,红 仕6进5,黑 6进5,黑 8退6,黑 6平7,黑 8平7,黑 炮5平4,红 炮5平6,黑 4进5,黑 7退1,黑 炮2平5,黑 马7退27退7,黑 士4进5,黑 象7进27进7",25,"b2b4,c6c5,d4c6,d8d1,c6e7,c5c4,b4a4,f8d8,d0e1,g9e7,a0b0,b7c7,a4a7,c9a7,c0a2","红 炮8进2,黑 3进1,黑 ,黑 4进7,黑 ,黑 卒3进1,黑 2平1,黑 6平4,红 仕6进5,黑 象7进5,黑 1平2,黑 炮2平3,黑 1退3,黑 象3进1,红 相7进9",14
16,2bakab2/3r1r3/nc2c1n2/p1N1p1p1p/9/2P3P2/P3P3P/1C2C1N2/9/R1BAKABR1,d8d5,黑 4进3,-66,"d8d6,c6a7,c9a7,d0e1,d6d4,b2d2,d4c4,a0b0,b7c7,h0h4,f8f3,c0a2,c4d4,b0c0,c7c5,c0c4,d4c4,a2c4","黑 4进2,黑 ,黑 象3进1,红 仕6进5,黑 4进2,红 炮8平6,黑 4平3,黑 1平2,黑 炮2平3,黑 8退4,黑 6进5,红 相7进9,黑 3平4,黑 2平3,黑 3进2,红 相7进47进7,黑 4平3,红 马9进7",-27,"d8d3,c6e7,c9e7,h0h6,f8f5,h6g6,b7d7,d0e1,d3b3,b2d2,a7c6,e2e6,g7e6,g6e6","黑 4进5,黑 ,黑 象3进5,黑 8退6,黑 6进3,黑 8平7,黑 炮2平4,红 仕6进5,黑 4平2,红 炮8平6,黑 ,红 炮5进4,黑 马7进5,黑 7平5",-55,"d8d2,c6e7,c9e7,b2a2,d2b2,d0e1,f8f3,e2d2,g6g5,g4g5,f3g3,g5g6,g3g6,g2f4,g6f6","黑 4进6,黑 ,黑 象3进5,红 炮8平9,黑 4平2,红 仕6进5,黑 6进5,红 炮5平6,黑 7进1,黑 7退1,黑 6平7,黑 卒7退1,红 兵3进3,红 马3进4,黑 7平6",-60
17,2bakab2/5r3/nc2c1n2/p1N1p1p1p/3r5/2P3P2/P3P3P/1C2C1N2/9/R1BAKABR1,b2c2,红 炮8平7,35,"d0e1,d5d6,c4c5,b7b6,h0h5,a7c6,b2c2,c6d8,c2c9,d9e8,e2d2,g6g5,h5g5","红 仕6进5,黑 4退1,黑 3退1,黑 炮2进1,黑 8退5,黑 ,红 炮8平7,黑 ,黑 3退7,黑 士4进5,红 炮5平6,黑 7进1,黑 8平7",59,"c6e7,c9e7,h0h6,b7c7,h6g6,f8b8,b2a2,b8b2,g4g5,a7c6","黑 ,黑 象3进5,黑 8退6,黑 炮2平3,黑 8平7,黑 6平2,红 炮8平9,黑 2进6,黑 7退1,黑 ",59,"h0h6,d5d6,c4c5,f8f5,b2b6,d6d3,c6e7,c9e7,f0e1,f5c5,b6g6,b7c7,c0a2,d3a3","黑 8退6,黑 4退1,黑 3退1,黑 6进3,红 炮8进4,黑 4进3,黑 ,黑 象3进5,红 仕4进5,黑 6平3,黑 2平7,黑 炮2平3,红 相7进9,黑 4平1",54
18,2bakab2/5r3/nc2c1n2/p1N1p1p1p/3r5/2P3P2/P3P3P/2C1C1N2/9/R1BAKABR1,g6g5,黑 7进1,-75,"b7c7,d0e1,a7c6,c2c6,c7c4,c6g6,g9i7,e2c2,c4b4,c0e2,f8f6","黑 2平3,红 仕6进5,黑 ,黑 3退4,黑 炮3进3,黑 3平7,黑 象7进9,红 炮5平7,黑 3平2,红 相7进5,黑 6进2",-31,"d5d6,d0e1,b7c7,c6b4,c7c2,b4c2,e7c7,c2a1,d6d4,a0b0,d4c4,b0b7,c7e7","黑 4退1,红 仕6进5,黑 2平3,黑 ,黑 炮3进5,黑 ,黑 炮5平3,黑 ,黑 4进2,黑 1平2,红 车6平7,黑 2退7,黑 炮3平5",-35,"a6a5,h0h6,b7d7,c6e7,c9e7,f0e1,a7b5,h6g6,f8f3,a0b0,b5a3","黑 卒1进1,黑 8退6,黑 2平4,黑 ,黑 象3进5,红 仕4进5,黑 ,黑 8平7,黑 6进5,黑 1平2,黑 ",-39
19,2bakab2/5r3/nc2c1n2/p1N1p3p/3r2p2/2P3P2/P3P3P/2C1C1N2/9/R1BAKABR1,a0b0,黑 1平2,24,"c6e7,c9e7,a0b0,b7d7,g4g5,d7d0,b0b1,d0f0,g2f0","黑 ,黑 象3进5,黑 1平2,黑 2平4,红 兵3进1,黑 4进7,黑 2退1,红 仕6平46进4,红 马3退4",91,"g4g5,d5g5,c6e7,c9e7,a0b0,b7b5,d0e1,f8f6,h0h7,a6a5,e2f2","红 兵3进1,黑 4平7,黑 ,黑 象3进5,黑 1平2,黑 2进2,红 仕6进5,黑 6进2,黑 8退7,黑 卒1进1,红 炮5平4",80,"h0h4,b7c7,d0e1,a7c6,c2c6,c9a7,a0b0,f8f3,e2d2,f3g3,c0e2,c7d7,d2a2,g7f5,g4g5,f5d4,h4f4,d4f3","黑 8退4,黑 2平3,红 仕6进5,黑 ,黑 3退4,黑 象3进1,黑 1平2,黑 6进5,红 炮5平6,黑 6平7,红 相7进5,黑 炮3平4,黑 4平1,黑 马7进6,红 兵3进1,黑 ,黑 8平6,红 车",26
20,2bakab2/5r3/nc2c1n2/p1N1p3p/3r2p2/2P3P2/P3P3P/2C1C1N2/9/1RBAKABR1,b7d7,黑 2平4,-78,"b7c7,c6e7,c7c2,h0h7,c2g2,h7g7,d9e8,e7g6,g5g4,e2e6,e9d9,g7c7,d5d0,e0e1,d0d1,e1e0,d1d0,e0e1,d0d1,e1e0","黑 2平3,黑 ,黑 炮3进5,黑 8退7,黑 3平7,黑 8平7,黑 士4进5,黑 炮,黑 卒7进1,红 炮5进4,黑 将5平4,黑 马7平37进3,黑 4进5,红 帅5进1,红 仕6进16进6,黑 5进1,黑 4进1,红 帅5进1,红 仕6进16进6,黑 5进1",-19,"b7d7,c6b8,d7d0,b0b1,d9e8,h0h1,d0d2,g4g5,f8f2,g5g6,e7e3,e2e6,g7e6","黑 2平4,黑 ,黑 4进7,黑 2退1,黑 士4进5,黑 8退1,红 仕6进26进6,红 兵3进1,黑 6进6,黑 卒7退1,黑 炮5进4,红 炮5进4,黑 马7进5",-78,"b7b5,c6e7,c9e7,h0h6,d9e8,h6g6,f8f7,d0e1,a6a5,e2e6,g5g4,g6g4","黑 2进2,黑 ,黑 象3进5,黑 8退6,黑 士4进5,黑 8平7,黑 6进1,红 仕6进5,黑 卒1进1,红 炮5进4,黑 卒7进1,黑 7进2",-145
21,2bakab2/5r3/n2cc1n2/p1N1p3p/3r2p2/2P3P2/P3P3P/2C1C1N2/9/1RBAKABR1,c6b8,黑 ,66,"c6e7,c9e7,g4g5,d7d0,b0b1,d0f0,g2f0,f8d8,g5g6,d5d0,e0e1,d0f0,g6g7,d8d0,c2c1,d9e8","黑 ,黑 象3进5,红 兵3进1,黑 4进7,黑 2退1,红 仕6平46进4,红 马3退4,黑 6平4,黑 卒7退1,黑 4进5,红 帅5进1,红 仕6平46进4,黑 7退1,黑 4进8,黑 3进1,黑 士4进5",75,"c6b8,d7d0,b0b1,a7c8,h0h1,d0d2,h1d1,g5g4,c4c5","黑 ,黑 4进7,黑 2退1,黑 ,黑 8退1,红 仕6进26进6,黑 8平4,黑 卒7进1,黑 3退1",66,"b0b8,f8b8,c6b8,g5g4,h0h8,d9e8,b8d7,d5d7,h8g8,g7f5,g8g4,f5e3,g2e3,e7e3,f0e1,c9e7,g4e4,e3c3","黑 2退8,黑 6平2,黑 ,黑 卒7进1,黑 8退8,黑 士4进5,黑 ,黑 4退2,黑 8平7,黑 马7进6,黑 7进4,黑 ,红 马3进5,黑 炮5进4,红 仕4进5,黑 象3进5,红 兵3平5,红 兵5平7",35
22,2bakab2/1N3r3/n2cc1n2/p3p3p/3r2p2/2P3P2/P3P3P/2C1C1N2/9/1RBAKABR1,g5g4,黑 卒7进1,-154,"a7c8,g4g5,d7d0,b0b1","黑 ,红 兵3进1,黑 4进7,黑 2退1",-28,"d7d0,c2c9,d9e8,b0b7,d0f0,h0h3,f8f2,b7a7","黑 4进7,黑 3退7,黑 士4进5,黑 2退7,红 仕6平46进4,黑 8退3,黑 6进6,黑 2平1",-63,"g5g4,c4c5,d7d0,b0b7,f8b8,c2c9,d9e8,b7b8,d5c5,f0e1","黑 卒7进1,黑 3退1,黑 4进7,黑 2退7,黑 6平2,黑 3退7,黑 士4进5,黑 2退1,黑 4平3,红 仕4进5",-154
23,2bakab2/1N3r3/n2cc1n2/p3p3p/3r5/2P3p2/P3P3P/2C1C1N2/9/1RBAKABR1,c2c9,黑 3退7,188,"c2c9,d9e8,c9a9,a7c8,e2c2,d7d0,c2c8,d0b0,c0e2,e8d7,c8c9,e9e8,a9a8,e8e9,a8f8","黑 3退7,黑 士4进5,黑 象3平13进1,黑 ,红 炮5平7,黑 4进7,黑 3退6,红 仕6平86进8,红 相7进5,黑 ,黑 3退1,黑 将5进1,黑 1进1,黑 5退1,黑 1平6",188,"c4c5,d7d0,b0b7,f8b8,b7b8,d5c5,b8b2,d0d1,c0a2,g4g3,f0e1,d9e8,h0h4,g3g2,h4c4,c5g5,c2c9,g2f2,e1f2,e7e3,e2d2,g5g0,e0e1,g0g1,e1e0,g1g0,e0e1,g0g1,e1e2","黑 3退1,黑 4进7,黑 2退7,黑 6平2,黑 2退1,黑 4平3,黑 2进6,红 仕6进16进6,红 相7进9,黑 7进1,红 仕4进5,黑 士4进5,黑 8退4,黑 7进1,黑 8平3,黑 卒3平7,黑 3退7,红 马3平43进4,黑 ,黑 炮5进4,红 炮5平6,红 兵3退5,红 帅5进1,红 相3进13进3,黑 5进1,黑 7进1,红 帅5进1,红 相3进13进3,黑 5退1",183,"b8d7,d5d7,c2c9,d9e8,c9a9,g4g3,b0b9,e8d9,b9b2,d9e8,e2d2,g3g2,b2b9,d7d9,b9c9,a7c8,a9d9,e8d9,d2b2,c8b6,g0e2,g2f2,d0e1,f2e2","黑 ,黑 4退2,黑 3退7,黑 士4进5,黑 象3平13进1,黑 7进1,黑 2退9,黑 ,黑 车2进7,黑 士4进5,红 炮5平6,黑 7进1,黑 2退7,黑 4退2,黑 车2平3,黑 ,黑 1平4,黑 ,红 炮6平8,黑 ,红 相3进5,红 马3平43进4,红 仕6进5,黑 6平5",164
24,2Cakab2/1N3r3/n2cc1n2/p3p3p/3r5/2P3p2/P3P3P/4C1N2/9/1RBAKABR1,d9e8,黑 士4进5,-195,"d9e8,c9a9,f8f2,c4c5,e7e3,f0e1,d5h5,b8d7,e8d7,h0h5,g7h5,b0b3,f2g2,b3e3,h5f4,e3e6,e9d9,e6a6,a7c8","黑 士4进5,黑 象3平13进1,黑 6进6,黑 3退1,黑 炮5进4,红 仕4进5,黑 4平8,黑 ,黑 ,黑 8退5,黑 马7进8,黑 2退3,黑 6平7,黑 2平5,黑 ,红 兵5进3,黑 将5平4,黑 卒5平1,黑 ",-195,"e9e8,b8d9,f8g8,d9e7,g9e7,c9a9,a7c6,b0b9,c6d4,e2b2,d4f3,a9a8","黑 将5进1,黑 ,黑 6平7,黑 士4进5,黑 象7进5,黑 象3平13进1,黑 ,黑 2退9,黑 ,红 炮5平8,红 车,黑 1进1",-315,,,
25,2C1kab2/1N2ar3/n2cc1n2/p3p3p/3r5/2P3p2/P3P3P/4C1N2/9/1RBAKABR1,c9a9,黑 象3平13进1,173,"b8d7,d5d7,c9a9,f8f2,b0b9,e8d9,e2e6,g7e6,b9b2,d9e8,b2f2,g4g3,f0e1,g3g2,f2f6,e6d4,h0h5,d4c2,c0e2,a7c8","黑 ,黑 4退2,黑 象3平13进1,黑 6进6,黑 2退9,黑 ,红 炮5进4,黑 马7进5,黑 车2进7,黑 士4进5,黑 2平6,黑 7进1,红 仕4进5,黑 7进1,黑 6退4,黑 卒,黑 8退5,红 车,黑 炮,黑 ",187,"c9a9,d7d0,b0b7,d0f0,h0h1,e8d7,b8d9,e9d9,b7b9,d9d8,b9b8,d8d9,b8f8,d7e8,g2f0,d5d0,e0e1,g4g3,h1h6,a7c6","黑 象3平13进1,黑 4进7,黑 2退7,黑 4平6,黑 8退1,黑 ,黑 ,黑 将5平4,黑 2退2,黑 士4进14进4,黑 车2进1,黑 4退1,黑 2平6,黑 ,红 马3退4,黑 4进5,红 帅5进1,黑 7进1,黑 8退5,黑 ",173,"b8a6,d7d0,b0b3,d0f0,g2f0,d5d2,h0h1,f8f0,e0f0,d2d0,f0f1","黑 ,黑 4进7,黑 2退3,黑 4平6,红 马3退4,黑 4进3,黑 8退1,黑 6进8,红 帅5平4,红 炮6退2,红 仕4进14进4",98
